latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.08,9.811,307.5,1,1,2017-04-30,1025,T,46,6.0NRT,292.1,6.1,D
47.172,7.567,308.6,1,1,2017-04-30,1025,T,65,6.0NRT,296.6,7.9,D
45.961,12.942,320.8,1.2,1.1,2017-04-30,1025,T,76,6.0NRT,292.2,20.3,D
45.929,12.655,307,1.2,1.1,2017-04-30,1025,T,65,6.0NRT,295.2,6.4,D
45.55,13.745,308.4,1.3,1.1,2017-04-30,1025,T,34,6.0NRT,294.4,6.6,D
45.752,12.615,311.1,1.2,1.1,2017-04-30,1025,T,71,6.0NRT,297.9,8.5,D
45.662,12.813,311.2,1.2,1.1,2017-04-30,1025,T,71,6.0NRT,293.5,10.3,D
45.368,10.86,310.5,1.1,1,2017-04-30,1025,T,60,6.0NRT,297,6.6,D
45.491,9.802,307.1,1,1,2017-04-30,1025,T,53,6.0NRT,291.4,4.4,D
45.507,9.219,317.3,1,1,2017-04-30,1025,T,74,6.0NRT,298.6,8.8,D
45.313,9.214,310.7,1,1,2017-04-30,1025,T,63,6.0NRT,296.3,6.3,D
45.145,9.935,310.7,1,1,2017-04-30,1025,T,47,6.0NRT,296.2,5.1,D
45.143,9.948,318.2,1,1,2017-04-30,1025,T,70,6.0NRT,297.6,10.9,D
45.088,9.285,309.4,1,1,2017-04-30,1025,T,62,6.0NRT,296.1,5.4,D
44.678,11.022,310.8,1.1,1,2017-04-30,1025,T,66,6.0NRT,297.4,7.2,D
44.711,10.602,309.1,1.1,1,2017-04-30,1025,T,35,6.0NRT,297.3,5.2,D
45.112,7.724,318.6,1,1,2017-04-30,1025,T,64,6.0NRT,302,10.5,D
44.543,11.212,311.6,1.1,1,2017-04-30,1025,T,60,6.0NRT,299.3,7.2,D
44.499,11.24,316.5,1.1,1,2017-04-30,1025,T,68,6.0NRT,298.6,10.8,D
44.863,8.809,311.7,1,1,2017-04-30,1025,T,71,6.0NRT,294.7,7.5,D
44.166,12.28,306,1.2,1.1,2017-04-30,1025,T,48,6.0NRT,291.8,4.3,D
43.441,11.161,311.5,1.1,1.1,2017-04-30,1025,T,71,6.0NRT,290,11.3,D
41.804,12.329,312.3,1.3,1.1,2017-04-30,1025,T,69,6.0NRT,297.6,10.7,D
58.273,14.666,305.7,1,1,2017-04-30,1020,T,62,6.0NRT,291.9,4.7,D
37.602,14.75,334.1,1,1,2017-04-30,1205,A,86,6.0NRT,306.2,25.3,D
45.554,13.749,308.8,1,1,2017-04-30,1210,A,30,6.0NRT,297.6,3.7,D
45.141,9.947,320.1,1.1,1.1,2017-04-30,1210,A,67,6.0NRT,301.3,13,D
45.139,9.933,317.1,1.1,1.1,2017-04-30,1210,A,0,6.0NRT,299.9,10.1,D
45.863,12.272,315.2,1,1,2017-04-30,1210,A,73,6.0NRT,297.8,8.5,D
45.969,12.618,309.4,1,1,2017-04-30,1210,A,55,6.0NRT,295.9,4.3,D
45.524,9.798,313.9,1.1,1.1,2017-04-30,1210,A,69,6.0NRT,297.8,9.5,D
45.497,9.296,312.1,1.2,1.1,2017-04-30,1210,A,53,6.0NRT,298.7,5.8,D
48.272,14.34,327.1,1.1,1,2017-04-30,1210,A,74,6.0NRT,301.3,24.2,D
48.27,14.326,324.3,1.1,1,2017-04-30,1210,A,83,6.0NRT,304.1,20.1,D
48.083,9.8,304.3,1,1,2017-04-30,1210,A,31,6.0NRT,292.6,4.4,D
48.473,11.94,313.8,1,1,2017-04-30,1210,A,74,6.0NRT,293.1,11.4,D
48.712,9.37,306.5,1.1,1,2017-04-30,1210,A,36,6.0NRT,294.8,5.1,D
48.937,8.372,307.9,1.1,1,2017-04-30,1210,A,24,6.0NRT,296.6,6,D
49.26,9.063,317.7,1.1,1,2017-04-30,1210,A,59,6.0NRT,293,12.5,D
49.258,9.048,314.5,1.1,1,2017-04-30,1210,A,35,6.0NRT,293.6,9.9,D
49.35,7.352,319.3,1.2,1.1,2017-04-30,1210,A,75,6.0NRT,294.9,17.6,D
49.353,6.739,319.2,1.2,1.1,2017-04-30,1210,A,73,6.0NRT,302.6,16.5,D
50.221,6.964,305.9,1.2,1.1,2017-04-30,1210,A,59,6.0NRT,293.8,6.5,D
51.618,13.829,301.5,1.1,1.1,2017-04-30,1210,A,21,6.0NRT,289.7,3.7,D
51.385,10.843,309.4,1,1,2017-04-30,1210,A,69,6.0NRT,287.7,8.8,D
51.503,7.618,309.8,1.1,1,2017-04-30,1210,A,56,6.0NRT,296.4,8.7,D
51.511,7.623,308.7,1.1,1,2017-04-30,1210,A,67,6.0NRT,296.3,7.2,D
52.384,12.769,306.1,1.1,1,2017-04-30,1210,A,49,6.0NRT,292.7,5.4,D
52.149,10.399,320.5,1,1,2017-04-30,1210,A,80,6.0NRT,298.1,15.2,D
52.669,7.928,302.1,1,1,2017-04-30,1210,A,41,6.0NRT,289,4.2,D
52.84,8.063,304.3,1,1,2017-04-30,1210,A,59,6.0NRT,289.3,5.1,D
53.517,9.899,310.7,1,1,2017-04-30,1210,A,61,6.0NRT,293.8,8.4,D
54.754,21.012,301.1,2.5,1.5,2017-04-30,1210,A,45,6.0NRT,286,19.5,D
55.44,10.401,305.8,1,1,2017-04-30,1210,A,59,6.0NRT,289.7,6.2,D
